Link,Company,About,Description,Employees,Homepage,Crunchbase,LinkedIn,Facebook,Twitter
https://climatescape.org//organizations/utilidata-inc,"Utilidata, Inc","Utilidata works with utilities to save energy, increase reliability and better detect grid anomalies.",Нет данных,"Providence,",https://utilidata.com/,https://www.crunchbase.com/organization/utilidata,https://www.linkedin.com/company/utilidata-inc-,Нет данных,https://twitter.com/Utilidata
https://climatescape.org//organizations/utilight,Utilight,Utilight is a technology startup that focuses on solar renewable energy.,"Utilight Ltd. is an innovative startup company striving to provide a better way to utilize the suns renewable energy, enabling affordable solar energy for a cleaner world.

Utilight invented and is developing a revolutionary printing technology (patents’ pending PTP™ - Pattern Transfer Printing) for an immediate implementation in the PV metallization process of c-Si solar cells; increasing solar cell efficiency while reducing PV manufacturing costs.",11-50,https://www.utilight.com/,https://www.crunchbase.com/organization/utilight,https://www.linkedin.com/company/utilight-ltd,Нет данных,Нет данных
https://climatescape.org//organizations/v2food,V2Food,v2food makes tasty plant-based meat that's good for the environment and good for you.,Plant based meat alternatives,Private,https://www.v2food.com/,https://www.crunchbase.com/organization/v2food,https://www.linkedin.com/company/v2foodofficial,https://www.facebook.com/v2foodofficial/,https://twitter.com/V2FoodOfficial
https://climatescape.org//organizations/varta,Varta,"VARTA AG is a German company manufacturing batteries for global automotive, industrial, and consumer markets.",Нет данных,"Ellwangen,",http://www.varta.com/,https://www.crunchbase.com/organization/varta,Нет данных,Нет данных,Нет данных
https://climatescape.org//organizations/vartega,Vartega,"Vartega is a recycler of carbon fiber, a strong and lightweight material, used in aerospace, automotive, wind energy, and sporting goods.",Нет данных,"Golden,",https://www.vartega.com/,https://www.crunchbase.com/organization/vartega-carbon-fiber-recycling-llc,http://www.linkedin.com/company/vartega-carbon-fiber-recycling-llc,https://www.facebook.com/Vartega,https://twitter.com/vartegaCFR
https://climatescape.org//organizations/vaulta,Vaulta,A shift in battery casing tachnology for electric vehicles,Нет данных,1-10,https://www.vaulta.com.au/,Нет данных,Нет данных,Нет данных,Нет данных
https://climatescape.org//organizations/vecarius,Vecarius,Vecarius is a company providing heat recovery solutions particularly in markets involving energy-intensive mobile or portable applications.,Нет данных,"Somerville,",https://www.vecarius.com/,https://www.crunchbase.com/organization/vecarius,https://www.linkedin.com/company/vecarius,Нет данных,Нет данных
https://climatescape.org//organizations/veerhouse-voda,Veerhouse Voda,Technological Building Materials,Providing Environmentally Sustainable Buildings to Haiti,New,http://veerhousevoda.com,https://www.crunchbase.com/organization/veerhouse-voda,https://twitter.com/veerhouse_voda,Нет данных,http://www.facebook.com/pages/Veerhouse-Voda/167533719987195
https://climatescape.org//organizations/verdant-power,Verdant Power,"Verdant Power develops projects and technology that deliver clean energy from the currents of oceans, rivers and manmade channels.",Нет данных,New,http://www.verdantpower.com/,https://www.crunchbase.com/organization/verdant-power,https://www.linkedin.com/company/verdant-power?trk=company_name,Нет данных,Нет данных
https://climatescape.org//organizations/verdezyne,Verdezyne,Verdezyne is an industrial biotechnology company using biological algorithms to produce chemicals from renewable non-food sources. ,Нет данных,"Carlsbad,",http://www.verdezyne.com,https://www.crunchbase.com/organization/verdezyne,https://www.linkedin.com/company/verdezyne,http://www.facebook.com/verdezyne,http://twitter.com/verdezyne
https://climatescape.org//organizations/verdigris,Verdigris,Verdigris Technologies is a SaaS-based platform that develops artificial intelligence in order to optimize energy consumption.,Нет данных,Moffett,http://www.verdigris.co/,https://www.crunchbase.com/organization/verdigris-technologies,http://www.linkedin.com/company/1272485,http://www.facebook.com/verdigristech,http://twitter.com/VerdigrisTech
https://climatescape.org//organizations/verra,Verra,Standards for a Sustainable Future,"Verra develops and manages standards that help countries, the private sector and civil society achieve their sustainable development and climate action goals.",11-50,https://verra.org/,https://www.linkedin.com/company/verrastandards/,Нет данных,Нет данных,Нет данных
https://climatescape.org//organizations/vertiia,Vertiia,Australian electric aircraft,"Mission to build a safe aircraft that will ease the burden of traffic congestion on people's lives, will provide greater choice over where people can live and visit, whilst also respecting our environment with its zero carbon emissions and low operating noise levels",11-50,https://www.vertiia.com/,https://www.linkedin.com/company/amslaero/?originalSubdomain=au,Нет данных,Нет данных,Нет данных
https://climatescape.org//organizations/verv,Verv,Unlocking untapped energy data from the home to provide unique services across a range of industries,London-based AI specialists in the energy sector unlocking unique data insights from the home. P2P energytrading using blockchain to cut carbon.,11-50,http://verv.energy,https://www.crunchbase.com/organization/vevr,https://www.linkedin.com/company/vervvlux/,Нет данных,https://twitter.com/verv_energy
https://climatescape.org//organizations/veterans-greenhouse,Veterans' Greenhouse,,Our organization's mission is to uplift our homeless and unemployed veterans while simultaneously making changes to how our agricultural industry functions. ,Food,https://veteransgreenhouse.org/,Нет данных,Нет данных,Нет данных,Нет данных
https://climatescape.org//organizations/via-separations,Via Separations,Via Separations develops a materials technology for industrial separation processes that uses 10 times less energy than traditional methods.,Нет данных,"Cambridge,",https://www.viaseparations.com/,https://www.crunchbase.com/organization/via-separations,https://www.linkedin.com/company/11237662/,Нет данных,Нет данных
https://climatescape.org//organizations/victron-energy,Victron Energy,"Victron Energy provides power solutions to the marine, industrial, automotive, mobility, off-grid and solar markets around the world.",Нет данных,Energy,https://www.victronenergy.com/,https://www.crunchbase.com/organization/victron-energy-1d5b,https://www.linkedin.com/company/victron-energy/,https://www.facebook.com/VictronEnergy.BV,https://twitter.com/Victron_Energy
https://climatescape.org//organizations/village-energy,Village Energy,We build thriving communities by helping grid operators improve the reliability and affordability of energy to customers,Helping remote communities thrive,11-50,https://www.village.energy/,https://www.linkedin.com/company/village-energy-aus/?viewAsMember=true,https://twitter.com/villagenrg,Нет данных,Нет данных
https://climatescape.org//organizations/vionx-energy,Vionx Energy, Durable...Renewable...Safe,"VIONX Energy has developed a grid-scale, long duration energy storage system delivering unmatched performance over a 20+ year life which is certified non-flammable, safe and bankable. The unique long-duration discharge of up to 10 hours at full rated power is enabled by its world leading flow battery stack technology operating at 3X higher power density than any competitor and proprietary vanadium electrolyte processing. 

The VIONX system delivers unrivaled Levelized Cost of Storage at discharge durations greater than 4 hours due to low capital and operating cost and a product life of over 20 years with no performance degradation.

The VIONX VNX product family employs a modular architecture based on 1 MW power and 2 MWh energy building blocks that have been engineered to meet grid reliability standards and have undergone significant durability testing demonstrating up to 40 years of stack life.",Private,https://www.vionxenergy.com/,https://www.crunchbase.com/organization/vionx-energy,https://www.linkedin.com/company/vionx-energy-corporation,https://www.facebook.com/pages/Vionx-Energy/1510352125954190,https://twitter.com/vionxenergy
https://climatescape.org//organizations/virtual-peaker,Virtual Peaker,Software as a service platform that integrates with IoT devices to allow utility companies to manage residential electricity demand.,Нет данных,"Louisville,",https://www.virtual-peaker.com/,https://www.crunchbase.com/organization/virtual-peaker-inc,https://www.twitter.com/virtualpeaker,Нет данных,Нет данных
https://climatescape.org//organizations/vito,Vito,"Cleantech and Sustainable Development, accelerating the transition to a sustainable world.",Нет данных,"Mol,",https://vito.be/en/news/bioreco2ver-turning-co2-chemicals-using-bioconversion,https://www.crunchbase.com/organization/vito,https://www.linkedin.com/company/17947,https://www.facebook.com/vitobelgium,https://www.twitter.com/vitobelgium
https://climatescape.org//organizations/vivint-solar,Vivint Solar,"Comfort at home, clean and simple.",Нет данных,Public,https://www.vivintsolar.com/,https://www.crunchbase.com/organization/vivint-solar,https://www.linkedin.com/company/3053224?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A3053224%2Cidx%3A2-1-4%2CtarId%3A1466184211602%2Ctas%3Avivint%20solar,http://www.facebook.com/VivintSolar,http://twitter.com/VivintSolar
https://climatescape.org//organizations/volocopter,Volocopter,We Bring Urban Air Mobility to Life.,"We are building the first manned, eVTOL in the world designed to work as an autonomous air taxi. Interested in the future of mobility? https://bit.ly/2xR4GAf",51-200,http://volocopter.com,https://www.crunchbase.com/organization/volocopter,https://www.linkedin.com/company/e-volo,https://www.facebook.com/pg/volocopter.e.volo/,https://twitter.com/volocopter
https://climatescape.org//organizations/volt-minusage,Volt-Age,Electric Car Hire in the UK,"At Volt-Age Hire we offer electric cars which utilise the latest technology for hire on a self-drive basis. Whether you’re looking to reduce emissions, save on fuel costs, or want to drive the future, we can guarantee there’ll be a solution for you from our electric vehicle hire head office in Portsmouth, where we offer delivery and collection nationwide. ",Car,https://www.voltagehire.com/,Нет данных,Нет данных,Нет данных,Нет данных
https://climatescape.org//organizations/volta-power,Volta Power,Reliable and Affordable Solar Power - Powering Growth in West Africa,"Volta provides solar power for customers in Ghana.
We specialize in providing clean, affordable and reliable power for education, healthcare and agriculture.
We have offices in Accra, Ghana and Oakland, California.",1-10,https://www.voltapowerco.com/,Нет данных,Нет данных,Нет данных,Нет данных
https://climatescape.org//organizations/volta-power-systems,Volta Power Systems,,"Lithium Ion power systems with more POWER, for more TIME, in 1/3 THE SPACE, and 1/6 THE WEIGHT, with 5X THE LIFE ... SAFELY.",Energy,http://voltapowersystems.com,https://twitter.com/VoltaPS,Нет данных,Нет данных,Нет данных
https://climatescape.org//organizations/volta-trucks,Volta Trucks,We're building an electric truck. For today's cities and tomorrow's generations.,We're building an all electric truck. For today's cities and tomorrow's generations.,1-10,http://voltatrucks.com,https://www.crunchbase.com/organization/volta-trucks,https://linkedin.com/company/voltatrucks,https://facebook.com/voltatrucks/,https://twitter.com/TrucksVolta
https://climatescape.org//organizations/voltaiq-inc,"Voltaiq, Inc.",Voltaiq develops a software solution that is able to predict the performance of batteries and battery-powered systems.,Нет данных,"Berkeley,",https://www.voltaiq.com/,https://www.crunchbase.com/organization/voltaiq,https://www.linkedin.com/company/voltaiq-inc-,Нет данных,http://twitter.com/voltaiq
https://climatescape.org//organizations/voltus,Voltus,"Less Energy, More Cash","Our industrial, commercial, and institutional customers generate cash by allowing us to be their energy expert, delivering innovative demand response solutions to them.",51-200,https://www.voltus.co/,https://www.crunchbase.com/organization/voltus-inc,https://www.linkedin.com/company/voltus-inc./,Нет данных,https://twitter.com/voltusinc
https://climatescape.org//organizations/vortex-bladeless,Vortex Bladeless,"Reinventing wind energy ⚡ Innovative bladeless wind turbines are wildlife friendly, low-maintenance, gearless & silent.","Reinventing #WindEnergy Bladeless #WindTurbines are wildlife friendly, low-maintenance, gearless & silent Join the #WindPower revolution! #H2020",1-10,http://vortexbladeless.com,https://www.crunchbase.com/organization/vortex-bladeless,https://www.linkedin.com/company/9333952,https://www.facebook.com/vortexbladeless?fref=nf,https://twitter.com/VortexBladeless
https://climatescape.org//organizations/vow,Vow,Vow Foods is a producer of cultivated exotic meat.,Plant based meat alternatives,Private,https://www.vowfood.com/,https://www.crunchbase.com/organization/vow-foods,https://www.linkedin.com/company/vowfood/,Нет данных,https://twitter.com/vowfood
https://climatescape.org//organizations/vyve,VYVE ,"Easily understand, track and reduce your mobility carbon footprint.","VYVE keeps track of your carbon impact from every journey and builds your personal carbon profile. 

• add trips on all the major modes: bus, car, flight, train, tram or underground 
• calculate your carbon footprint from every trip • track your weekly and monthly improvements 
• understand your actions that result in biggest CO2 emissions; 
• support your favourite low carbon project either – from tree planting to clean fuels – and support the Sustainable Development Goals 
• learn how you can reduce your CO2 footprint; 
• be a part of the community who stands tall and takes climate change head on.. All revenues we generate from offsetting fund the projects or are reinvested back into VYVE.",1-10,https://vyvenow.com,https://www.crunchbase.com/organization/vyve-2c42,https://www.linkedin.com/company/vyvenow/,https://www.facebook.com/vyvenow,https://twitter.com/vyvenow
https://climatescape.org//organizations/water-group,Water Group,,"Water metering, leak detection, efficiency",Private,https://www.watergroup.com.au/,https://www.linkedin.com/company/watergroup-pty-ltd,Нет данных,Нет данных,Нет данных
https://climatescape.org//organizations/waterhealth-international,WaterHealth International,"WaterHealth International provides de-centralized, scalable, safe, and affordable water solutions.",Нет данных,"Irvine,",http://www.waterhealth.com,https://www.crunchbase.com/organization/water-health-international,https://www.linkedin.com/company/waterhealth-international,http://www.facebook.com/waterhealth,http://twitter.com/water_health
https://climatescape.org//organizations/waterotor-energy-technologies,Waterotor Energy Technologies,Low Cost Power From Slow Moving Water,Waterotor enables affordable and continuous generation of electrical energy with low environmental impact.,11-50,http://waterotor.com,https://www.crunchbase.com/organization/waterotor-energy-technologies,https://www.linkedin.com/company/waterotor-energy-technologies-inc-,https://www.facebook.com/waterotor,https://twitter.com/waterotor
https://climatescape.org//organizations/watersave,WaterSave,Watersave Australia delivers water management products and online solutions for water and energy monitoring and sustainability reporting.,"Developer of a soil moisture sensor technology designed to reduce the water, power and fertilizer consumption on farms. The company's in-field micro weather stations and soil moisture sensors monitor nitrate levels which assists in minimizing fertilizer usage and the associated impacts on the environment as well as alert farmers when paddocks are sufficiently irrigated, enabling clients to receive new hardware devices and retrofitting for LoRaWAN and Sigfox IoT networks.",Private,http://www.watersave.io,https://www.crunchbase.com/organization/watersave,https://twitter.com/WaterSaveOz,Нет данных,https://www.facebook.com/watersaveag/
https://climatescape.org//organizations/wattblock,Wattblock,"Wattblock provides quickstart energy reports for residential or commercial strata buildings, without the need for onsite hardware.",Provider of residential electric energy consumption analysis services. The company offers electric energy usage reports for residential and commercial strata buildings.,Private,http://wattblock.com.au/,https://www.crunchbase.com/organization/wattblock,https://www.linkedin.com/company/wattblock,http://www.facebook.com/pages/Wattblock/270023416524608,https://twitter.com/wattblock
https://climatescape.org//organizations/wattbuy,wattbuy,Electricity Plans Designed For You,Нет данных,Private,https://wattbuy.com/,https://www.crunchbase.com/organization/wattbuy,https://www.linkedin.com/company/5047250/admin/overview/,https://www.facebook.com/wattbuy/,https://twitter.com/wattbuy/
https://climatescape.org//organizations/wattlearn,WattLearn,"Watt-Learn is creating a profitable grid, one intelligent battery at a time.",Нет данных,"Pittsburgh,",http://www.watt-learn.com/,https://www.crunchbase.com/organization/watt-learn-inc,https://www.linkedin.com/company-beta/24995728/,Нет данных,Нет данных
https://climatescape.org//organizations/wattwatchers,WattWatchers,Super-smart devices for energy monitoring,"Nimble, highly-flexible behind-the-meter energy management technologies: connected and intelligent, easy-to-install and cost-effective.",11-50,https://wattwatchers.com.au/,https://www.crunchbase.com/organization/wattwatchers,https://www.linkedin.com/company/wattwatchers-digital-energy/,https://www.facebook.com/pg/IoT4energy/about/?ref=page_internal,https://twitter.com/TheWattwatcher
https://climatescape.org//organizations/wattzon,Wattzon,"WattzOn providing utility bill data to energy and credit markets.  Any data, any utility","WattzOn’s products break through the data silos of the energy industry.  When users see lower utility bills, they know they are saving money. Sales increase. Data liquidity from WattzOn supports the growth of a transparent market for energy products and services. ",Mountain,http://wattzon.com,https://www.crunchbase.com/organization/wattzon,https://www.linkedin.com/company/wattzon,https://www.facebook.com/gowattzon,https://twitter.com/wattzon
https://climatescape.org//organizations/wave-swell-energy,Wave Swell Energy,Sustainable electricity from the ocean,"Developer of a technology created to generate electricity from the ocean. The company's technology converts the energy in ocean waves into clean and emissions free electricity via oscillating wave column and at a low cost, enabling customers to transmit electricity to the shore and used to power onboard or shoreline located desalination facility.",1-10,http://waveswellenergy.com.au,https://www.linkedin.com/company/wave-swell-energy/,Нет данных,Нет данных,Нет данных
https://climatescape.org//organizations/we-care-solar,We Care Solar,We Care Solar provides the power to save lives.,"WE CARE Solar designs portable, cost-effective solar suitcases that power critical lighting and medical devices.",11-50,http://wecaresolar.org,https://www.crunchbase.com/organization/we-care-solar,https://www.linkedin.com/company/6374907,https://www.facebook.com/WeCareSolar?fref=ts,https://twitter.com/wecaresolar
https://climatescape.org//organizations/weave-grid,Weave Grid,Innovating at the intersection of electric transportation and the grid,"Weave Grid works with utilities and electric vehicle (EV) owners to enable and accelerate the electrification of transportation. Using machine learning, optimization, and predictive analytics, our software solution solves several EV-grid integration challenges for utilities in a systems-oriented manner; helps integrate renewable energy resources on the grid; and saves utility customers money on their bills. ",11-50,https://www.weavegrid.com/,https://www.crunchbase.com/organization/weave-grid,https://www.linkedin.com/company/weave-grid/,Нет данных,Нет данных
https://climatescape.org//organizations/wepower,WePower,Next generation green energy procurement and trading platform,"#Blockchain-based green energy trading platform. #WePower enables to finance #GreenEnergy projects, to invest into and trade green energy.",51-200,http://wepower.network,https://www.crunchbase.com/organization/wepower-network,https://www.linkedin.com/company/wepower-network,https://www.facebook.com/WePowerNetwork,https://twitter.com/WePowerN
https://climatescape.org//organizations/wheels,Wheels,Ride in Style,"Wheels is a last-mile, shared electric mobility platform changing the current landscape in dockless mobility. With innovative products focused on sleek design and safety, Wheels provides a low-cost, fun, and comfortable way to get around cities through the connection of a smartphone. Wheels is headquartered in West Hollywood, California, with plans to expand quickly across the world. Wheels was founded by brothers Joshua Viner and Jonathan Viner. Prior to Wheels Joshua and Jonathan founded the popular dog walking app Wag with the mission of creating the safest and most trusted platform to get your dog walked. They scaled to over 100 cities, raising almost $400 million in funding for Wag. Wheels also added former Bird, Uber and Lyft executives to it’s management team. The newest members include Ben Shaken who joined as Chief Product Officer from Lyft where he was Director of Product. Marco McCottry joined as Chief Operating Officer. Previously, McCottry served as an executive at Uber where he ran the Midwest business, and most recently led North American Operations for Bird.",11-50,https://www.takewheels.com/,https://www.crunchbase.com/organization/wheels-7fda,https://www.linkedin.com/company/takewheels/,Нет данных,Нет данных
https://climatescape.org//organizations/whiffle-finecasting,Whiffle Finecasting,Cutting-edge computing technology to produce ultra fine-scale weather forecasts,Нет данных,Generation,https://www.weatherfinecasting.com/,https://www.crunchbase.com/organization/whiffle,https://www.linkedin.com/company/whiffle/,Нет данных,Нет данных
https://climatescape.org//organizations/wildlife-works,Wildlife Works,A pioneering wildlife conservation company,"If we want magnificent wildlife in our world, we must find a way to make it work​ for the local communities who share their land and resources with the wildlife. Job creation and alternative livelihoods to poaching and deforestation sustained by the marketplace is our strategy. The REDD+ carbon marketplace has financed our conservation projects all over the world.   ",201-500,https://www.wildlifeworks.com/,https://www.linkedin.com/company/wildlifeworks/,https://twitter.com/WildlifeWorks,Нет данных,https://www.facebook.com/WildlifeWorksREDD
https://climatescape.org//organizations/willow,Willow,"Willow is a digital technology company that deploys digital twins for the built world to collect, organize, and analyze data.","Building digital twins that provides greater design, construction and operation (incl energy) efficiencies",Private,https://www.willowinc.com/,https://www.crunchbase.com/organization/willow-inc,https://www.linkedin.com/company/willowinc/,https://www.facebook.com/Willow-Inc-177171566173954/,https://twitter.com/willow_tech
https://climatescape.org//organizations/wind-mobility,Wind Mobility,Wind Mobility is a micro-mobility company that offers convenient last mile transportation services.,"Wind Mobility is a micro-mobility share company. We offer convenient, inexpensive and fast as well as easy access to short distance transportation in urban areas. We attach great importance to the availability, quality and safety of bikes and scooters and the usability of our app. With our eco-friendly and healthy product, we aim to make cities a better place, by reducing traffic, carbon dioxide emission and noise.",51-200,http://wind.co,https://www.crunchbase.com/organization/wind-mobility,https://www.linkedin.com/company/wind-mobility/,https://www.facebook.com/WIND-Mobility-341140106459877/,https://twitter.com/Wind_mobility
https://climatescape.org//organizations/windlab,Windlab,"Windlab develop, construct and operate clean energy projects around the world.","Windlab Ltd is an Australia based company engaged in renewable energy project development, renewable energy project equity ownership, and renewable energy asset management services. The group is organized into business units based on three geographical regions being Australia, Africa, and North America. It derives most of its revenues from Australia.",11-50,http://www.windlab.com,https://www.crunchbase.com/organization/windlab,https://www.linkedin.com/company/windlab,Нет данных,https://twitter.com/Windlab
https://climatescape.org//organizations/winrock-international,Winrock International,"Winrock International is a development with a focus on social, agricultural and environmental issues.",Нет данных,Little,http://www.winrock.org,https://www.crunchbase.com/organization/winrock-international,https://www.linkedin.com/company/winrock-international,https://www.facebook.com/74096437206,https://www.twitter.com/winrockintl
https://climatescape.org//organizations/wiserg,WISErg,"WISErg is a hybrid technology company specializing in technology, waste management, and resource conservation.","WISErg's proprietary technology converts discarded food into concentrated nutrient feedstocks for agriculture and other industries. WISErg fertilizers increase crop yields and advance soil health in a sustainable and cost-effective way. Their products are used on hundreds of farms in the U.S., Mexico, and Latin America delivering additional yield and health benefits over traditional fertilizers.",11-50,https://wiserg.com,https://www.crunchbase.com/organization/wiserg,https://www.linkedin.com/company/wiserg,https://www.facebook.com/WISErgCorp/,https://twitter.com/WISErgCorp
https://climatescape.org//organizations/woodland-trust,Woodland Trust,"We want to see a UK rich in native woods and trees, for people and wildlife.","Conservation charity concerned with the creation, protection, & restoration of native woodland",201-500,https://www.woodlandtrust.org.uk/,https://www.linkedin.com/company/the-woodland-trust/,Нет данных,Нет данных,Нет данных
https://climatescape.org//organizations/workhorse-group,Workhorse Group,"Workhorse Group is a manufacturing company that offers vehicle and aerial logistics solutions, transforming the way people receive packages.",Workhorse is a technology company focused on providing electric mobility solutions to the transportation sector.,51-200,http://workhorse.com,https://www.crunchbase.com/organization/workhorse-group,https://www.linkedin.com/company/workhorse-custom-chassis/,https://www.facebook.com/workhorsegroup/,https://twitter.com/Workhorse_Group
https://climatescape.org//organizations/world-climate-service,World Climate Service,Long range forecast information and services,"The World Climate Service (WCS) is created by Prescient Weather.  WCS is a one stop shop for climate monitoring, analysis, and forecasting.  In the NGO space our capabilities are sometimes called ""early warning systems"" for disruptive climate events. ",1-10,https://www.worldclimateservice.com,https://twitter.com/WorldClimateSvc,Нет данных,Нет данных,Нет данных
https://climatescape.org//organizations/world-urban-forum-of-un-minushabitat,World Urban Forum (of UN-Habitat),For a better quality of life for all in an urbanizing world! ,"The United Nations Human Settlements Programme, UN-Habitat, is the United Nations agency agency working for a better urban future. It is mandated by the UN General Assembly to promote socially and environmentally sustainable towns and cities with the goal of providing adequate shelter for all.

Cities are facing unprecedented demographic, environmental, economic, social and spatial challenges. There has been a phenomenal shift towards urbanization, with 6 out of every 10 people in the world expected to reside in urban areas by 2030. Over 90 per cent of this growth will take place in Africa, Asia, Latin America, and the Caribbean.

In the absence of effective urban planning, the consequences of this rapid urbanization will be dramatic. In many places around the world, the effects can already be felt: lack of proper housing and growth of slums, inadequate and out-dated infrastructure – be it roads, public transport, water, sanitation, or electricity – escalating poverty and unemployment, safety and crime problems, pollution and health issues, as well as poorly managed natural or man-made disasters and other catastrophes due to the effects of climate change.

Mindsets, policies, and approaches towards urbanization need to change in order for the growth of cities and urban areas to be turned into opportunities that will leave nobody behind.

UN-Habitat, the United Nations programme for human settlements, is at the helm of that change, assuming a natural leadership and catalytic role in urban matters. Mandated by the UN General Assembly in 1978 to address the issues of urban growth, it is a knowledgeable institution on urban development processes, and understands the aspirations of cities and their residents.",1001-5000,https://wuf.unhabitat.org/,https://www.crunchbase.com/organization/un-habitat,https://www.linkedin.com/company/un-habitat-united-nation-human-settlements-programme-/,Нет данных,https://www.facebook.com/UNHABITAT
https://climatescape.org//organizations/world-wide-fund-for-nature,World Wide Fund for Nature,"As the world’s leading conservation organization, WWF works in more than 100 countries. At every level, we collaborate with people around the world to develop and deliver innovative solutions that protect communities, wildlife, and the places in which they live.","People are at the center of everything we do. WWF works to help local communities conserve the natural resources they depend upon, transform markets and policies toward sustainability, and protect and restore species and their habitats. Our efforts ensure that the value of nature is reflected in decision-making from a local to a global scale.

WWF connects cutting-edge conservation science with the collective power of our partners in the field, more than one million supporters in the United States and five million globally, as well as partnerships with communities, companies, and governments.

Today, human activities put more pressure on nature than ever before, but it’s also people who have the power to change this trajectory. Together, we can address the greatest threats to life on this planet and protect the natural resources that sustain and inspire us.

Our work is focused around six ambitious goals:

CLIMATE
Create a climate-resilient and zero-carbon world, powered by renewable energy.

FOOD
Double net food availability; freeze its footprint.

FORESTS
Conserve the world's most important forests.

FRESHWATER
Secure water for people and nature.

OCEANS
Safeguard healthy oceans and marine livelihoods.

WILDLIFE
Protect the world's most important species.",Nonprofit,https://www.worldwildlife.org/,https://www.crunchbase.com/organization/world-wildlife-fund,https://www.linkedin.com/company/world-wildlife-fund/,http://www.facebook.com/worldwildlifefund,https://twitter.com/WWF
https://climatescape.org//organizations/worldwatch-institute,Worldwatch Institute,"Worldwatch Institute is a globally-focused environmental research organization based in Washington, D.C.",Нет данных,"Washington,",http://www.worldwatch.org,https://www.crunchbase.com/organization/worldwatch-institute,http://www.linkedin.com/company/worldwatch-institute,http://www.facebook.com/WorldwatchInst,http://twitter.com/Worldwatch
https://climatescape.org//organizations/worn-again-technologies,Worn Again Technologies,"A world where resources are kept in constant circulation, driving economic, social and environmental benefits.","Worn Again Technologies was born from a vision to eradicate textile waste and a world where resources are kept in constant circulation. Our advanced recycling technology that recaptures raw materials from non-reusable products (textiles, PET bottles and packaging) is being brought to life by an expert team and strategic partners who have a shared ambition of creating a circular world.

It’s our Mission to replace the use of virgin resources by recapturing raw materials from non-reusable products.
We exist to propel the shift to a circular economy.",11-50,https://wornagain.co.uk,https://www.crunchbase.com/organization/worn-again,https://www.linkedin.com/company/worn-again/,Нет данных,https://twitter.com/wornagainuk
https://climatescape.org//organizations/wright-electric,Wright Electric,Startup company aimed at reducing aircraft emissions. Our goal is to make all short-haul flights zero-emissions.,"Wright is a leader in the future of sustainable, lower emissions air travel. We’re building electric planes that lower fuel cost, noise, emissions, and runway takeoff time. Our journey begins with Wright 1, an airliner designed for flights up to two hours. Our mission? To make all flights low emissions within 20 years.",11-50,https://weflywright.com/,https://www.crunchbase.com/organization/wright-electric,https://www.linkedin.com/company/wrightelectric,Нет данных,https://twitter.com/weflywright
https://climatescape.org//organizations/wunder-mobility,Wunder Mobility,"Turn-key solutions that enable companies and cities worldwide to provide clean, convenient, and accessible mobility.","We create turn-key solutions that enable companies and cities worldwide to provide clean, convenient, and accessible mobility.",51-200,http://wundermobility.com,https://www.crunchbase.com/organization/wundermobility,https://www.linkedin.com/company/wundermobility/,Нет данных,https://twitter.com/WunderMobility
https://climatescape.org//organizations/wynergy,Wynergy,Agrivoltaics = best practice solar farming,"Our unique
  approach offers a truly mixed land-use – combining clean-energy and
  agricultural, known as Agrivoltaics. Building a connection between renewable
  energy and food+fibre production is a fundamental challenge on fertile
  farming land, and here at WYNERGY we have developed a business which improves
  soil and boosts fodder AND energy generation yields. This has been evidenced
  by 2 studies in Oregon and Arizona (USA), where an increase of 328 % soil
  moisture resulted in 90 % increased biomass growth (fodder), compared to the
  control paddocks adjacent.",1-10,https://wynergy.com.au/,https://www.linkedin.com/company/wynergy-pty-ltd/,https://twitter.com/WYNERGY_Pty_Ltd,Нет данных,Нет данных
https://climatescape.org//organizations/x-shore,X Shore,"Join us to lead the charge for silent, sustainable marine mobility and clean oceans. Experience #thepowerofsilence",First 100% electric boat made in Sweden. #xshore #thepowerofsilence,1-10,http://xshore.com,https://www.crunchbase.com/organization/x-shore,https://www.linkedin.com/company/xshore/,https://www.facebook.com/XshoreSweden/,https://twitter.com/XShoreSweden
https://climatescape.org//organizations/xdi-systems,XDI systems,,Climate risk impact on physical assets,Private,http://xdi.systems/,https://www.linkedin.com/in/rohanhamden/,https://twitter.com/xdi_systems,Нет данных,Нет данных
https://climatescape.org//organizations/xpertsea,XpertSea,Our AI-driven data management platform offers real-time insights making aquaculture more efficient and sustainable.,"XpertSea is an aquaculture technology company that's transforming how the global aquaculture industry farms seafood to help feed the world. Their mission is to develop technologies that transform aquaculture into a modern, efficient and sustainable source of food for our planet. Through research and development of advanced technologies such as AI and computer vision, we’re increasing the availability of quality food, reducing the environmental impact of food production, and improving profitability across the aquaculture food chain.",11-50,https://www.xpertsea.com,https://www.crunchbase.com/organization/xpertsea-solutions,https://www.linkedin.com/company/xpertsea,https://www.facebook.com/XpertSea/,https://twitter.com/xpertsea
